batter,total_runs,total_innings,total_balls,total_fours,total_sixes,dismissals,highest_score,hundreds,fifties,batting_avg,strike_rate,bowler,wickets,runs_conceded,balls_bowled,bowling_avg,economy,bowling_sr,player_name
Shan Masood,2550.0,84.0,4891.0,244.0,25.0,83.0,156.0,6.0,13.0,30.72289156626506,52.13657738703742,Shan Masood,2.0,93.0,145.0,46.5,3.848275862068965,72.5,Shan Masood
Shoaib Akhtar,203.0,15.0,460.0,24.0,9.0,14.0,47.0,0.0,0.0,14.5,44.130434782608695,Shoaib Akhtar,47.0,1192.0,1929.0,25.361702127659573,3.707620528771384,41.04255319148936,Shoaib Akhtar
Shoaib Bashir,92.0,28.0,244.0,12.0,1.0,12.0,13.0,0.0,0.0,7.666666666666667,37.704918032786885,Shoaib Bashir,69.0,2710.0,4203.0,39.27536231884058,3.868665239114918,60.91304347826087,Shoaib Bashir
Shoaib Malik,1288.0,43.0,2704.0,159.0,11.0,39.0,245.0,2.0,4.0,33.02564102564103,47.63313609467456,Shoaib Malik,25.0,1064.0,1938.0,42.56,3.294117647058824,77.52,Shoaib Malik
Shoriful Islam,138.0,18.0,191.0,15.0,4.0,15.0,26.0,0.0,0.0,9.2,72.25130890052355,Shoriful Islam,22.0,881.0,1642.0,40.04545454545455,3.2192448233861146,74.63636363636364,Shoriful Islam
Shubman Gill,2843.0,73.0,4632.0,318.0,46.0,66.0,269.0,10.0,8.0,43.07575757575758,61.377374784110536,Shubman Gill,0.0,1.0,7.0,0.0,0.8571428571428571,0.0,Shubman Gill
Shuvagata Hom,244.0,15.0,438.0,29.0,0.0,11.0,50.0,0.0,1.0,22.181818181818183,55.70776255707762,Shuvagata Hom,8.0,533.0,848.0,66.625,3.77122641509434,106.0,Shuvagata Hom
Sikandar Raza,1120.0,36.0,2052.0,120.0,13.0,37.0,127.0,1.0,8.0,30.27027027027027,54.58089668615984,Sikandar Raza,34.0,1594.0,2850.0,46.88235294117647,3.3557894736842107,83.82352941176471,Sikandar Raza
Sohag Gazi,325.0,16.0,529.0,32.0,11.0,15.0,101.0,1.0,0.0,21.666666666666668,61.43667296786389,Sohag Gazi,38.0,1650.0,3151.0,43.42105263157895,3.141859727070771,82.92105263157895,Sohag Gazi
Sohail Khan,252.0,12.0,329.0,34.0,8.0,9.0,65.0,0.0,1.0,28.0,76.59574468085107,Sohail Khan,27.0,1164.0,1843.0,43.11111111111112,3.789473684210526,68.25925925925925,Sohail Khan
Sohail Tanvir,17.0,3.0,44.0,4.0,0.0,3.0,13.0,0.0,0.0,5.666666666666667,38.63636363636363,Sohail Tanvir,5.0,329.0,509.0,65.8,3.87819253438114,101.8,Sohail Tanvir
Soumya Sarkar,799.0,28.0,1319.0,107.0,9.0,28.0,149.0,1.0,4.0,28.535714285714285,60.57619408642911,Soumya Sarkar,4.0,311.0,489.0,77.75,3.815950920245399,122.25,Soumya Sarkar
Subashis Roy,14.0,6.0,60.0,3.0,0.0,1.0,12.0,0.0,0.0,14.0,23.33333333333333,Subashis Roy,9.0,472.0,759.0,52.44444444444444,3.731225296442688,84.33333333333333,Subashis Roy
Suhrawadi Shuvo,15.0,2.0,40.0,1.0,0.0,2.0,15.0,0.0,0.0,7.5,37.5,Suhrawadi Shuvo,4.0,150.0,297.0,37.5,3.0303030303030303,74.25,Suhrawadi Shuvo
Sunzamul Islam,24.0,1.0,57.0,1.0,0.0,1.0,24.0,0.0,0.0,24.0,42.10526315789473,Sunzamul Islam,1.0,154.0,270.0,150.0,3.4222222222222225,200.0,Sunzamul Islam
Syed Rasel,37.0,12.0,96.0,6.0,0.0,8.0,19.0,0.0,0.0,4.625,38.54166666666667,Syed Rasel,12.0,582.0,906.0,48.5,3.854304635761589,75.5,Syed Rasel
T Bavuma,3810.0,114.0,7808.0,434.0,16.0,101.0,172.0,4.0,26.0,37.722772277227726,48.79610655737705,T Bavuma,1.0,69.0,98.0,69.0,4.224489795918368,98.0,T Bavuma
T Chanderpaul,670.0,25.0,1779.0,62.0,6.0,22.0,207.0,1.0,2.0,30.454545454545453,37.66160764474424,0,0.0,0.0,0.0,0.0,0.0,0.0,T Chanderpaul
T Gwandu,20.0,4.0,103.0,1.0,0.0,3.0,18.0,0.0,0.0,6.666666666666667,19.41747572815534,T Gwandu,4.0,224.0,220.0,56.0,6.1090909090909085,55.0,T Gwandu
T Kaitano,186.0,8.0,639.0,21.0,0.0,8.0,87.0,0.0,1.0,23.25,29.10798122065728,0,0.0,0.0,0.0,0.0,0.0,0.0,T Kaitano
T Kamungozi,5.0,2.0,10.0,0.0,0.0,2.0,5.0,0.0,0.0,2.5,50.0,T Kamungozi,1.0,62.0,156.0,62.0,2.3846153846153846,156.0,T Kamungozi
T Maruma,68.0,7.0,186.0,8.0,0.0,7.0,41.0,0.0,0.0,9.714285714285714,36.55913978494624,0,0.0,0.0,0.0,0.0,0.0,0.0,T Maruma
T Murphy,122.0,10.0,206.0,15.0,3.0,9.0,41.0,0.0,0.0,13.555555555555555,59.22330097087378,T Murphy,23.0,632.0,1160.0,27.47826086956522,3.268965517241379,50.43478260869565,T Murphy
T Natarajan,1.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,11.11111111111111,T Natarajan,3.0,125.0,238.0,41.66666666666666,3.151260504201681,79.33333333333333,T Natarajan
T Panyangara,73.0,12.0,198.0,13.0,0.0,8.0,24.0,0.0,0.0,9.125,36.86868686868687,T Panyangara,25.0,537.0,1359.0,21.48,2.370860927152318,54.36,T Panyangara
T Shamsi,20.0,4.0,49.0,2.0,0.0,1.0,18.0,0.0,0.0,20.0,40.81632653061224,T Shamsi,9.0,287.0,483.0,31.88888888888889,3.565217391304348,53.66666666666666,T Shamsi
T Stubbs,759.0,26.0,1632.0,62.0,12.0,23.0,122.0,2.0,3.0,33.0,46.50735294117647,0,0.0,0.0,0.0,0.0,0.0,0.0,T Stubbs
T Taibu,657.0,24.0,1667.0,76.0,5.0,23.0,76.0,0.0,6.0,28.565217391304348,39.412117576484704,0,0.0,0.0,0.0,0.0,0.0,0.0,T Taibu
T Thushara,70.0,12.0,154.0,10.0,0.0,8.0,15.0,0.0,0.0,8.75,45.45454545454545,T Thushara,31.0,1013.0,1623.0,32.67741935483871,3.744916820702403,52.354838709677416,T Thushara
T Westley,193.0,9.0,455.0,33.0,0.0,8.0,59.0,0.0,1.0,24.125,42.417582417582416,T Westley,0.0,12.0,24.0,0.0,3.0,0.0,T Westley
T de Zorzi,919.0,30.0,1682.0,88.0,13.0,30.0,177.0,2.0,3.0,30.633333333333333,54.63733650416172,0,0.0,0.0,0.0,0.0,0.0,0.0,T de Zorzi
TA Blundell,2173.0,72.0,4077.0,264.0,16.0,66.0,138.0,5.0,11.0,32.92424242424242,53.29899435859701,TA Blundell,0.0,13.0,18.0,0.0,4.333333333333333,0.0,TA Blundell
TA Boult,759.0,90.0,1267.0,82.0,30.0,49.0,52.0,0.0,1.0,15.489795918367347,59.90528808208367,TA Boult,323.0,9145.0,17491.0,28.312693498452013,3.1370419072665943,54.15170278637771,TA Boult
TA Copeland,39.0,4.0,77.0,7.0,0.0,3.0,23.0,0.0,0.0,13.0,50.64935064935064,TA Copeland,6.0,233.0,649.0,38.833333333333336,2.154083204930662,108.16666666666669,TA Copeland
TA Imlach,169.0,12.0,478.0,15.0,2.0,11.0,35.0,0.0,0.0,15.363636363636363,35.35564853556485,0,0.0,0.0,0.0,0.0,0.0,0.0,TA Imlach
TAM Siriwardana,298.0,9.0,455.0,32.0,11.0,9.0,68.0,0.0,2.0,33.111111111111114,65.49450549450549,TAM Siriwardana,11.0,259.0,413.0,23.545454545454547,3.7627118644067794,37.54545454545455,TAM Siriwardana
TB de Bruyn,468.0,25.0,1013.0,69.0,2.0,23.0,101.0,1.0,0.0,20.347826086956523,46.199407699901286,TB de Bruyn,0.0,74.0,103.0,0.0,4.310679611650485,0.0,TB de Bruyn
TD Astle,98.0,6.0,257.0,13.0,0.0,5.0,35.0,0.0,0.0,19.6,38.13229571984436,TD Astle,7.0,372.0,667.0,53.142857142857146,3.346326836581709,95.28571428571428,TD Astle
TD Paine,1534.0,57.0,3362.0,174.0,4.0,51.0,92.0,0.0,9.0,30.07843137254902,45.62760261748959,0,0.0,0.0,0.0,0.0,0.0,0.0,TD Paine
TE Kane,14.0,2.0,98.0,1.0,0.0,2.0,14.0,0.0,0.0,7.0,14.285714285714285,TE Kane,0.0,103.0,158.0,0.0,3.911392405063292,0.0,TE Kane
TE Tsiga,189.0,16.0,516.0,24.0,0.0,14.0,33.0,0.0,0.0,13.5,36.627906976744185,0,0.0,0.0,0.0,0.0,0.0,0.0,TE Tsiga
TG McIntosh,657.0,29.0,1870.0,69.0,7.0,30.0,102.0,1.0,4.0,21.9,35.13368983957219,0,0.0,0.0,0.0,0.0,0.0,0.0,TG McIntosh
TG Southee,2245.0,155.0,2723.0,216.0,98.0,145.0,77.0,0.0,7.0,15.482758620689657,82.44583180315827,TG Southee,400.0,12210.0,23557.0,30.525,3.1099036379844627,58.8925,TG Southee
TJ Murtagh,28.0,4.0,25.0,6.0,0.0,3.0,16.0,0.0,0.0,9.333333333333334,112.0,TJ Murtagh,12.0,168.0,408.0,14.0,2.4705882352941178,34.0,TJ Murtagh
TK Curran,66.0,3.0,120.0,12.0,0.0,2.0,39.0,0.0,0.0,33.0,55.00000000000001,TK Curran,2.0,201.0,398.0,100.5,3.030150753768845,199.0,TK Curran
TK Musakanda,71.0,6.0,165.0,8.0,1.0,5.0,43.0,0.0,0.0,14.2,43.03030303030303,0,0.0,0.0,0.0,0.0,0.0,0.0,TK Musakanda
TL Best,232.0,20.0,359.0,33.0,4.0,15.0,95.0,0.0,1.0,15.466666666666669,64.62395543175488,TL Best,38.0,1428.0,2245.0,37.578947368421055,3.816481069042316,59.078947368421055,TL Best
TL Chatara,94.0,18.0,201.0,15.0,1.0,15.0,22.0,0.0,0.0,6.266666666666667,46.766169154228855,TL Chatara,30.0,755.0,1832.0,25.166666666666668,2.4727074235807858,61.06666666666667,TL Chatara
TL Chivanga,71.0,14.0,217.0,7.0,3.0,10.0,22.0,0.0,0.0,7.1,32.71889400921659,TL Chivanga,14.0,662.0,811.0,47.285714285714285,4.897657213316893,57.92857142857143,TL Chivanga
TL Moreki,15.0,4.0,68.0,3.0,0.0,2.0,6.0,0.0,0.0,7.5,22.058823529411764,TL Moreki,2.0,206.0,405.0,103.0,3.051851851851852,200.0,TL Moreki
TM Dilshan,4384.0,102.0,6282.0,529.0,22.0,98.0,193.0,14.0,21.0,44.734693877551024,69.78669213626235,TM Dilshan,36.0,1594.0,3051.0,44.27777777777778,3.134709931170108,84.75,TM Dilshan
TM Dowlin,343.0,11.0,742.0,41.0,1.0,11.0,95.0,0.0,3.0,31.181818181818183,46.22641509433962,TM Dowlin,0.0,3.0,6.0,0.0,3.0,0.0,TM Dowlin
TM Head,4592.0,111.0,6600.0,561.0,41.0,104.0,175.0,12.0,20.0,44.15384615384615,69.57575757575758,TM Head,16.0,645.0,1020.0,40.3125,3.794117647058824,63.75,TM Head
TM McGrath,358.0,10.0,716.0,49.0,0.0,10.0,73.0,0.0,4.0,35.8,50.0,TM McGrath,11.0,278.0,647.0,25.272727272727277,2.578052550231839,58.81818181818182,TM McGrath
TMK Mawoyo,615.0,22.0,1665.0,77.0,0.0,21.0,163.0,1.0,3.0,29.285714285714285,36.93693693693694,0,0.0,0.0,0.0,0.0,0.0,0.0,TMK Mawoyo
TR Ambrose,447.0,16.0,964.0,55.0,4.0,15.0,102.0,1.0,3.0,29.8,46.36929460580913,0,0.0,0.0,0.0,0.0,0.0,0.0,TR Ambrose
TR Gripper,124.0,6.0,311.0,16.0,0.0,6.0,53.0,0.0,1.0,20.666666666666668,39.87138263665595,TR Gripper,2.0,161.0,189.0,80.5,5.111111111111111,94.5,TR Gripper
TS Chisoro,27.0,5.0,62.0,5.0,0.0,5.0,9.0,0.0,0.0,5.4,43.54838709677419,TS Chisoro,6.0,336.0,694.0,56.0,2.9048991354466858,115.66666666666669,TS Chisoro
TS Roland-Jones,82.0,6.0,119.0,10.0,3.0,4.0,25.0,0.0,0.0,20.5,68.90756302521008,TS Roland-Jones,17.0,337.0,537.0,19.823529411764707,3.76536312849162,31.58823529411765,TS Roland-Jones
TS Sekhukhune,61.0,6.0,243.0,9.0,0.0,0.0,33.0,0.0,0.0,61.0,25.102880658436217,TS Sekhukhune,5.0,224.0,325.0,44.8,4.135384615384615,65.0,TS Sekhukhune
TT Beaumont,612.0,18.0,1257.0,81.0,0.0,17.0,208.0,1.0,2.0,36.0,48.6873508353222,0,0.0,0.0,0.0,0.0,0.0,0.0,TT Beaumont
TT Bresnan,575.0,26.0,1463.0,67.0,1.0,23.0,91.0,0.0,3.0,25.0,39.3028024606972,TT Bresnan,76.0,2435.0,4702.0,32.03947368421053,3.1071884304551256,61.86842105263158,TT Bresnan
TT Samaraweera,3890.0,89.0,7992.0,470.0,6.0,73.0,231.0,11.0,19.0,53.28767123287671,48.67367367367368,TT Samaraweera,1.0,29.0,66.0,29.0,2.636363636363636,66.0,TT Samaraweera
TW Hartley,185.0,10.0,284.0,23.0,6.0,10.0,36.0,0.0,0.0,18.5,65.14084507042254,TW Hartley,23.0,817.0,1508.0,35.52173913043478,3.2506631299734745,65.56521739130434,TW Hartley
TWM Latham,6261.0,164.0,13092.0,709.0,22.0,159.0,264.0,16.0,31.0,39.37735849056604,47.8230980751604,0,0.0,0.0,0.0,0.0,0.0,0.0,TWM Latham
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tabish Khan,1.0,73.0,156.0,73.0,2.8076923076923075,156.0,Tabish Khan
Taijul Islam,831.0,92.0,2184.0,92.0,2.0,82.0,47.0,0.0,0.0,10.134146341463415,38.04945054945055,Taijul Islam,249.0,7684.0,14847.0,30.859437751004016,3.1052737926853915,59.62650602409639,Taijul Islam
Tamim Iqbal,5019.0,130.0,8596.0,638.0,41.0,127.0,206.0,10.0,31.0,39.51968503937008,58.387622149837135,Tamim Iqbal,0.0,20.0,31.0,0.0,3.870967741935484,0.0,Tamim Iqbal
Tanvir Ahmed (1),170.0,7.0,272.0,26.0,0.0,5.0,57.0,0.0,1.0,34.0,62.5,Tanvir Ahmed (1),17.0,457.0,727.0,26.88235294117647,3.771664374140303,42.76470588235294,Tanvir Ahmed (1)
Tapash Baisya,133.0,10.0,146.0,19.0,2.0,8.0,66.0,0.0,1.0,16.625,91.0958904109589,Tapash Baisya,4.0,457.0,646.0,114.25,4.244582043343653,161.5,Tapash Baisya
Taskin Ahmed,259.0,28.0,558.0,27.0,3.0,24.0,75.0,0.0,1.0,10.791666666666666,46.415770609319,Taskin Ahmed,46.0,1903.0,3113.0,41.369565217391305,3.667844522968198,67.67391304347827,Taskin Ahmed
Taufeeq Umar,1867.0,49.0,4189.0,248.0,3.0,46.0,236.0,5.0,9.0,40.58695652173913,44.56910957269038,Taufeeq Umar,0.0,8.0,12.0,0.0,4.0,0.0,Taufeeq Umar
UDU Chandana,195.0,5.0,313.0,24.0,2.0,6.0,76.0,0.0,1.0,32.5,62.30031948881789,UDU Chandana,4.0,378.0,634.0,94.5,3.5772870662460567,158.5,UDU Chandana
UT Khawaja,6229.0,158.0,12785.0,668.0,28.0,145.0,232.0,16.0,28.0,42.95862068965517,48.7211576065702,UT Khawaja,0.0,8.0,18.0,0.0,2.6666666666666665,0.0,UT Khawaja
UT Yadav,434.0,65.0,863.0,40.0,22.0,40.0,31.0,0.0,0.0,10.85,50.28968713789108,UT Yadav,170.0,5419.0,8934.0,31.876470588235293,3.6393552719946274,52.55294117647059,UT Yadav
UWMBCA Welegedara,218.0,30.0,423.0,31.0,4.0,23.0,48.0,0.0,0.0,9.478260869565217,51.536643026004725,UWMBCA Welegedara,58.0,2296.0,3882.0,39.58620689655172,3.548686244204019,66.93103448275862,UWMBCA Welegedara
Umar Akmal,1003.0,30.0,1525.0,117.0,17.0,28.0,129.0,1.0,6.0,35.82142857142857,65.77049180327869,0,0.0,0.0,0.0,0.0,0.0,0.0,Umar Akmal
Umar Amin,99.0,8.0,198.0,13.0,0.0,8.0,33.0,0.0,0.0,12.375,50.0,Umar Amin,3.0,63.0,134.0,21.0,2.82089552238806,44.66666666666666,Umar Amin
Umar Gul,532.0,61.0,1087.0,55.0,20.0,52.0,65.0,0.0,1.0,10.23076923076923,48.94204231830727,Umar Gul,145.0,4964.0,8531.0,34.234482758620686,3.4912671433595124,58.83448275862069,Umar Gul
V Kohli,9230.0,210.0,16655.0,1028.0,30.0,201.0,254.0,30.0,31.0,45.92039800995025,55.41879315520865,V Kohli,1.0,85.0,176.0,85.0,2.897727272727273,176.0,V Kohli
V Masekesa,38.0,8.0,167.0,3.0,0.0,6.0,11.0,0.0,0.0,6.333333333333333,22.75449101796407,V Masekesa,11.0,472.0,573.0,42.90909090909091,4.942408376963351,52.09090909090909,V Masekesa
V Permaul,145.0,13.0,290.0,18.0,2.0,11.0,26.0,0.0,0.0,13.181818181818182,50.0,V Permaul,31.0,1210.0,2115.0,39.03225806451613,3.4326241134751774,68.2258064516129,V Permaul
V Sehwag,5969.0,134.0,7059.0,845.0,63.0,131.0,319.0,15.0,26.0,45.56488549618321,84.5587193653492,V Sehwag,37.0,1647.0,3262.0,44.51351351351352,3.029429797670141,88.16216216216216,V Sehwag
V Sibanda,545.0,24.0,1101.0,76.0,6.0,24.0,93.0,0.0,2.0,22.70833333333333,49.50045413260672,0,0.0,0.0,0.0,0.0,0.0,0.0,V Sibanda
VA Singh,63.0,6.0,199.0,4.0,0.0,6.0,32.0,0.0,0.0,10.5,31.65829145728643,0,0.0,0.0,0.0,0.0,0.0,0.0,VA Singh
VC Drakes,75.0,4.0,149.0,10.0,1.0,3.0,27.0,0.0,0.0,25.0,50.33557046979866,VC Drakes,5.0,249.0,445.0,49.8,3.3573033707865165,89.0,VC Drakes
VD Philander,1779.0,94.0,4007.0,204.0,17.0,74.0,74.0,0.0,8.0,24.04054054054054,44.397304716745694,VD Philander,226.0,5151.0,11494.0,22.792035398230087,2.6888811553854186,50.85840707964602,VD Philander
VM Nyauchi,77.0,13.0,199.0,10.0,0.0,8.0,13.0,0.0,0.0,9.625,38.69346733668342,VM Nyauchi,16.0,786.0,1414.0,49.125,3.335219236209335,88.375,VM Nyauchi
VR Aaron,35.0,14.0,110.0,4.0,0.0,9.0,9.0,0.0,0.0,3.888888888888889,31.818181818181817,VR Aaron,20.0,980.0,1223.0,49.0,4.807849550286182,61.15,VR Aaron
VRV Singh,47.0,6.0,42.0,9.0,0.0,4.0,29.0,0.0,0.0,11.75,111.90476190476193,VRV Singh,9.0,438.0,705.0,48.66666666666666,3.727659574468085,78.33333333333333,VRV Singh
VVS Laxman,5411.0,129.0,10968.0,673.0,1.0,106.0,200.0,12.0,37.0,51.04716981132076,49.33442742523705,VVS Laxman,1.0,26.0,72.0,26.0,2.1666666666666665,72.0,VVS Laxman
W Jaffer,1662.0,43.0,3385.0,226.0,3.0,43.0,212.0,5.0,8.0,38.65116279069768,49.09896602658789,0,0.0,0.0,0.0,0.0,0.0,0.0,W Jaffer
W Madhevere,244.0,12.0,490.0,25.0,2.0,11.0,84.0,0.0,1.0,22.181818181818183,49.795918367346935,W Madhevere,7.0,260.0,396.0,37.142857142857146,3.939393939393939,56.57142857142857,W Madhevere
W O'Rourke,18.0,18.0,198.0,1.0,0.0,5.0,5.0,0.0,0.0,3.6,9.090909090909092,W O'Rourke,39.0,1018.0,1595.0,26.102564102564106,3.8294670846394983,40.8974358974359,W O'Rourke
WA Young,1215.0,41.0,2598.0,153.0,5.0,38.0,89.0,0.0,11.0,31.973684210526315,46.76674364896074,0,0.0,0.0,0.0,0.0,0.0,0.0,WA Young
WB Rankin,43.0,6.0,99.0,6.0,0.0,5.0,17.0,0.0,0.0,8.6,43.43434343434344,WB Rankin,8.0,329.0,449.0,41.125,4.396436525612472,56.125,WB Rankin
WD Parnell,67.0,4.0,182.0,11.0,0.0,4.0,23.0,0.0,0.0,16.75,36.81318681318682,WD Parnell,16.0,432.0,557.0,27.0,4.653500897666068,34.8125,WD Parnell
WER Somerville,115.0,10.0,489.0,9.0,0.0,8.0,40.0,0.0,0.0,14.375,23.517382413087933,WER Somerville,16.0,749.0,1466.0,46.8125,3.065484311050477,91.625,WER Somerville
WG Jacks,234.0,11.0,454.0,17.0,6.0,11.0,47.0,0.0,0.0,21.272727272727277,51.54185022026432,WG Jacks,12.0,565.0,721.0,47.083333333333336,4.701803051317614,60.083333333333336,WG Jacks
WP Masakadza,159.0,14.0,524.0,16.0,3.0,12.0,57.0,0.0,1.0,13.25,30.34351145038168,WP Masakadza,19.0,792.0,1381.0,41.68421052631579,3.440984793627806,72.6842105263158,WP Masakadza
WP Saha,1353.0,56.0,2980.0,129.0,14.0,46.0,117.0,3.0,6.0,29.41304347826087,45.40268456375839,0,0.0,0.0,0.0,0.0,0.0,0.0,WP Saha
WPUJC Vaas,918.0,39.0,1929.0,107.0,3.0,25.0,100.0,1.0,5.0,36.72,47.58942457231726,WPUJC Vaas,73.0,2196.0,4549.0,30.08219178082192,2.8964607606067267,62.31506849315068,WPUJC Vaas
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WRS de Silva,4.0,65.0,150.0,16.25,2.6,37.5,WRS de Silva
WU Tharanga,1682.0,56.0,3084.0,227.0,9.0,54.0,165.0,3.0,7.0,31.14814814814815,54.539559014267184,0,0.0,0.0,0.0,0.0,0.0,0.0,WU Tharanga
WW Hinds,131.0,7.0,274.0,16.0,2.0,7.0,81.0,0.0,1.0,18.714285714285715,47.81021897810219,WW Hinds,9.0,224.0,372.0,24.88888888888889,3.612903225806452,41.333333333333336,WW Hinds
Wahab Riaz,306.0,41.0,729.0,32.0,5.0,36.0,39.0,0.0,0.0,8.5,41.9753086419753,Wahab Riaz,86.0,2958.0,5201.0,34.395348837209305,3.412420688329168,60.47674418604651,Wahab Riaz
Waqar Younis,52.0,4.0,71.0,5.0,2.0,4.0,28.0,0.0,0.0,13.0,73.23943661971832,Waqar Younis,4.0,213.0,322.0,53.25,3.9689440993788816,80.5,Waqar Younis
Washington Sundar,885.0,29.0,1934.0,76.0,19.0,23.0,101.0,1.0,5.0,38.47826086956522,45.76008273009308,Washington Sundar,36.0,1201.0,2197.0,33.361111111111114,3.279927173418298,61.02777777777778,Washington Sundar
XJ Doherty,51.0,7.0,159.0,8.0,0.0,3.0,18.0,0.0,0.0,17.0,32.075471698113205,XJ Doherty,7.0,566.0,918.0,80.85714285714286,3.699346405228758,131.14285714285714,XJ Doherty
XM Marshall,182.0,5.0,312.0,27.0,1.0,5.0,85.0,0.0,2.0,36.4,58.333333333333336,XM Marshall,0.0,0.0,12.0,0.0,0.0,0.0,XM Marshall
YBK Jaiswal,2511.0,53.0,3812.0,312.0,45.0,51.0,214.0,7.0,13.0,49.23529411764706,65.87093389296957,YBK Jaiswal,0.0,18.0,18.0,0.0,6.0,0.0,YBK Jaiswal
YH Bhatia,98.0,5.0,162.0,14.0,1.0,5.0,66.0,0.0,1.0,19.6,60.49382716049383,0,0.0,0.0,0.0,0.0,0.0,0.0,YH Bhatia
Yasir Ali,1.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,Yasir Ali,3.0,56.0,120.0,18.666666666666668,2.8,40.0,Yasir Ali
Yasir Ali Chowdhury,205.0,11.0,446.0,26.0,0.0,10.0,55.0,0.0,1.0,20.5,45.96412556053812,Yasir Ali Chowdhury,0.0,35.0,42.0,0.0,5.0,0.0,Yasir Ali Chowdhury
Yasir Arafat,94.0,3.0,201.0,9.0,2.0,2.0,50.0,0.0,1.0,47.0,46.766169154228855,Yasir Arafat,9.0,457.0,635.0,50.77777777777778,4.318110236220472,70.55555555555556,Yasir Arafat
Yasir Hameed,426.0,22.0,765.0,70.0,1.0,21.0,39.0,0.0,0.0,20.285714285714285,55.68627450980392,Yasir Hameed,0.0,73.0,79.0,0.0,5.544303797468355,0.0,Yasir Hameed
Yasir Shah,916.0,71.0,1936.0,105.0,10.0,63.0,113.0,1.0,0.0,14.53968253968254,47.31404958677686,Yasir Shah,245.0,7690.0,14012.0,31.387755102040817,3.292891807022552,57.19183673469388,Yasir Shah
Younis Khan,6926.0,146.0,13425.0,708.0,50.0,136.0,313.0,22.0,21.0,50.9264705882353,51.59031657355679,Younis Khan,7.0,366.0,598.0,52.285714285714285,3.6722408026755855,85.42857142857143,Younis Khan
Yousuf Youhana,201.0,9.0,264.0,31.0,2.0,10.0,50.0,0.0,1.0,20.1,76.13636363636364,0,0.0,0.0,0.0,0.0,0.0,0.0,Yousuf Youhana
Yuvraj Singh,1534.0,52.0,2634.0,210.0,20.0,47.0,169.0,2.0,9.0,32.638297872340424,58.238420652999245,Yuvraj Singh,9.0,523.0,866.0,58.11111111111112,3.623556581986143,96.22222222222224,Yuvraj Singh
Z Crawley,3586.0,117.0,5485.0,501.0,13.0,116.0,267.0,5.0,21.0,30.91379310344828,65.37830446672744,0,0.0,0.0,0.0,0.0,0.0,0.0,Z Crawley
Z Khan,930.0,85.0,1817.0,109.0,22.0,69.0,75.0,0.0,3.0,13.478260869565217,51.18326912493121,Z Khan,226.0,7216.0,12960.0,31.92920353982301,3.340740740740741,57.34513274336283,Z Khan
Z de Bruyn,130.0,3.0,345.0,9.0,3.0,2.0,83.0,0.0,1.0,65.0,37.68115942028986,Z de Bruyn,3.0,68.0,162.0,22.666666666666668,2.518518518518518,54.0,Z de Bruyn
ZGF Foulkes,39.0,4.0,97.0,5.0,0.0,2.0,23.0,0.0,0.0,19.5,40.20618556701031,ZGF Foulkes,13.0,388.0,776.0,29.846153846153847,3.0,59.69230769230769,ZGF Foulkes
ZS Ansari,49.0,5.0,136.0,5.0,0.0,5.0,32.0,0.0,0.0,9.8,36.02941176470589,ZS Ansari,5.0,288.0,408.0,57.6,4.235294117647059,81.6,ZS Ansari
Zafar Gohar,71.0,2.0,127.0,13.0,0.0,2.0,37.0,0.0,0.0,35.5,55.90551181102362,Zafar Gohar,0.0,159.0,192.0,0.0,4.96875,0.0,Zafar Gohar
Zahid Mahmood,20.0,7.0,110.0,2.0,1.0,5.0,17.0,0.0,0.0,4.0,18.181818181818183,Zahid Mahmood,13.0,506.0,471.0,38.92307692307692,6.445859872611464,36.23076923076923,Zahid Mahmood
Zakir Hasan,521.0,24.0,1112.0,62.0,5.0,23.0,100.0,1.0,3.0,22.65217391304348,46.85251798561151,0,0.0,0.0,0.0,0.0,0.0,0.0,Zakir Hasan
Ziaur Rahman,14.0,2.0,40.0,2.0,0.0,2.0,14.0,0.0,0.0,7.0,35.0,Ziaur Rahman,4.0,78.0,180.0,19.5,2.6,45.0,Ziaur Rahman
Zubayr Hamza,307.0,16.0,740.0,42.0,2.0,16.0,62.0,0.0,1.0,19.1875,41.48648648648648,0,0.0,0.0,0.0,0.0,0.0,0.0,Zubayr Hamza
Zulfiqar Babar,137.0,17.0,193.0,14.0,4.0,9.0,56.0,0.0,1.0,15.22222222222222,70.98445595854922,Zulfiqar Babar,49.0,2017.0,4131.0,41.16326530612245,2.9295570079883806,84.3061224489796,Zulfiqar Babar
